
 S_max   P_max  K01    mu1    mu2    mu3    mu4 
+0.0026 0.0026 0.0992 0.0100 0.0600 0.1200 0.8333 
-8.1786 0.0374 0.9216 0.0100 0.0600 0.1200 0.9000 
-5.9994 0.0094 0.7009 0.0100 0.0600 0.1200 0.9667 
-8.3163 0.0035 0.9320 0.0100 0.0600 0.1200 1.0333 
-0.1671 0.0038 0.1171 0.0100 0.0600 0.1200 1.1000 
-1.4904 0.0042 0.2495 0.0100 0.0600 0.1200 1.1667 
-1.1433 0.0045 0.2148 0.0100 0.0600 0.1200 1.2333 
+0.0048 0.0048 0.0994 0.0100 0.0600 0.1200 1.3000 
+0.0052 0.0052 0.0249 0.0100 0.0600 0.1200 1.3667 
+0.0055 0.0055 0.0605 0.0100 0.0600 0.1200 1.4333 
+0.0059 0.0059 0.0122 0.0100 0.0600 0.1200 1.5000 
-8.8902 0.0135 0.9904 0.0100 0.0600 0.1300 0.5000 
-8.9614 0.0163 0.9978 0.0100 0.0600 0.1300 0.5667 
-8.9509 0.0089 0.9960 0.0100 0.0600 0.1300 0.6333 
-4.9520 0.0068 0.5959 0.0100 0.0600 0.1300 0.7000 
-1.3230 0.0026 0.2326 0.0100 0.0600 0.1300 0.7667 
+0.0029 0.0029 0.0184 0.0100 0.0600 0.1300 0.8333 
+0.0032 0.0032 0.0659 0.0100 0.0600 0.1300 0.9000 
+0.0035 0.0035 0.0401 0.0100 0.0600 0.1300 0.9667 
+0.0038 0.0038 0.0216 0.0100 0.0600 0.1300 1.0333 
-0.3930 0.0042 0.1397 0.0100 0.0600 0.1300 1.1000 
+0.0045 0.0045 0.0878 0.0100 0.0600 0.1300 1.1667 
-0.1547 0.0049 0.1160 0.0100 0.0600 0.1300 1.2333 
+0.0052 0.0052 0.0784 0.0100 0.0600 0.1300 1.3000 
-0.3913 0.0056 0.1397 0.0100 0.0600 0.1300 1.3667 
-8.7439 0.0060 0.9750 0.0100 0.0600 0.1300 1.4333 
+0.0063 0.0063 0.0008 0.0100 0.0600 0.1300 1.5000 
-8.9071 0.0135 0.9921 0.0100 0.0600 0.1400 0.5000 
-8.9645 0.0162 0.9981 0.0100 0.0600 0.1400 0.5667 
-8.8826 0.0092 0.9892 0.0100 0.0600 0.1400 0.6333 
+0.0045 0.0045 0.0529 0.0100 0.0600 0.1400 0.7000 
+0.0028 0.0028 0.0770 0.0100 0.0600 0.1400 0.7667 
-0.0957 0.0031 0.1099 0.0100 0.0600 0.1400 0.8333 
+0.0034 0.0034 0.0187 0.0100 0.0600 0.1400 0.9000 
+0.0037 0.0037 0.0454 0.0100 0.0600 0.1400 0.9667 
+0.0041 0.0041 0.0148 0.0100 0.0600 0.1400 1.0333 
-6.5771 0.0045 0.7582 0.0100 0.0600 0.1400 1.1000 
-0.8000 0.0048 0.1805 0.0100 0.0600 0.1400 1.1667 
-0.0801 0.0052 0.1085 0.0100 0.0600 0.1400 1.2333 
-0.7267 0.0056 0.1732 0.0100 0.0600 0.1400 1.3000 
+0.0060 0.0060 0.0122 0.0100 0.0600 0.1400 1.3667 
+0.0064 0.0064 0.0148 0.0100 0.0600 0.1400 1.4333 
+0.0068 0.0068 0.0566 0.0100 0.0600 0.1400 1.5000 
-8.9383 0.0125 0.9951 0.0100 0.0600 0.1500 0.5000 
-8.9562 0.0157 0.9972 0.0100 0.0600 0.1500 0.5667 
+0.0025 0.0025 0.0171 0.0100 0.0600 0.1500 0.6333 
-8.6955 0.0247 0.9720 0.0100 0.0600 0.1500 0.7000 
-6.1156 0.0030 0.7119 0.0100 0.0600 0.1500 0.7667 
-7.5277 0.0033 0.8531 0.0100 0.0600 0.1500 0.8333 
+0.0036 0.0036 0.0078 0.0100 0.0600 0.1500 0.9000 
-8.7183 0.0266 0.9745 0.0100 0.0600 0.1500 0.9667 
+0.0044 0.0044 0.0272 0.0100 0.0600 0.1500 1.0333 
-0.3921 0.0048 0.1397 0.0100 0.0600 0.1500 1.1000 
-4.7632 0.0052 0.5768 0.0100 0.0600 0.1500 1.1667 
+0.0056 0.0056 0.0499 0.0100 0.0600 0.1500 1.2333 
+0.0060 0.0060 0.0346 0.0100 0.0600 0.1500 1.3000 
+0.0064 0.0064 0.0816 0.0100 0.0600 0.1500 1.3667 
-0.1972 0.0068 0.1204 0.0100 0.0600 0.1500 1.4333 
+0.0073 0.0073 0.0245 0.0100 0.0600 0.1500 1.5000 
-8.5269 0.0133 0.9540 0.0100 0.0600 0.1600 0.5000 
-8.9560 0.0176 0.9974 0.0100 0.0600 0.1600 0.5667 
-8.8882 0.0171 0.9905 0.0100 0.0600 0.1600 0.6333 
-1.0711 0.0028 0.2074 0.0100 0.0600 0.1600 0.7000 
+0.0031 0.0031 0.0699 0.0100 0.0600 0.1600 0.7667 
+0.0035 0.0035 0.0135 0.0100 0.0600 0.1600 0.8333 
-0.5959 0.0039 0.1600 0.0100 0.0600 0.1600 0.9000 
+0.0043 0.0043 0.0085 0.0100 0.0600 0.1600 0.9667 
+0.0047 0.0047 0.0078 0.0100 0.0600 0.1600 1.0333 
-8.7984 0.0051 0.9804 0.0100 0.0600 0.1600 1.1000 
+0.0055 0.0055 0.0779 0.0100 0.0600 0.1600 1.1667 
+0.0059 0.0059 0.0245 0.0100 0.0600 0.1600 1.2333 
+0.0064 0.0064 0.0096 0.0100 0.0600 0.1600 1.3000 
+0.0068 0.0068 0.0176 0.0100 0.0600 0.1600 1.3667 
-7.5201 0.0073 0.8527 0.0100 0.0600 0.1600 1.4333 
+0.0077 0.0077 0.0186 0.0100 0.0600 0.1600 1.5000 
-8.9720 0.0140 0.9986 0.0100 0.0600 0.1700 0.5000 
-8.4574 0.0181 0.9476 0.0100 0.0600 0.1700 0.5667 
-7.4967 0.0047 0.8501 0.0100 0.0600 0.1700 0.6333 
-7.2411 0.0030 0.8244 0.0100 0.0600 0.1700 0.7000 
+0.0033 0.0033 0.0024 0.0100 0.0600 0.1700 0.7667 
+0.0037 0.0037 0.0601 0.0100 0.0600 0.1700 0.8333 
-8.8208 0.0454 0.9866 0.0100 0.0600 0.1700 0.9000 
-8.8371 0.0515 0.9889 0.0100 0.0600 0.1700 0.9667 
-8.3910 0.0049 0.9396 0.0100 0.0600 0.1700 1.0333 
+0.0054 0.0054 0.0780 0.0100 0.0600 0.1700 1.1000 
+0.0058 0.0058 0.0292 0.0100 0.0600 0.1700 1.1667 
+0.0063 0.0063 0.0143 0.0100 0.0600 0.1700 1.2333 
+0.0068 0.0068 0.0579 0.0100 0.0600 0.1700 1.3000 
-0.1368 0.0072 0.1144 0.0100 0.0600 0.1700 1.3667 
-8.7008 0.0077 0.9709 0.0100 0.0600 0.1700 1.4333 
-0.4589 0.0082 0.1467 0.0100 0.0600 0.1700 1.5000 
-8.9705 0.0141 0.9985 0.0100 0.0600 0.1800 0.5000 
-8.9427 0.0187 0.9961 0.0100 0.0600 0.1800 0.5667 
-8.8902 0.0206 0.9911 0.0100 0.0600 0.1800 0.6333 
-0.6711 0.0032 0.1674 0.0100 0.0600 0.1800 0.7000 
-0.5564 0.0035 0.1560 0.0100 0.0600 0.1800 0.7667 
-8.9466 0.0377 0.9984 0.0100 0.0600 0.1800 0.8333 
+0.0043 0.0043 0.0199 0.0100 0.0600 0.1800 0.9000 
+0.0048 0.0048 0.0739 0.0100 0.0600 0.1800 0.9667 
+0.0052 0.0052 0.0135 0.0100 0.0600 0.1800 1.0333 
-8.3737 0.0057 0.9379 0.0100 0.0600 0.1800 1.1000 
-0.2484 0.0062 0.1255 0.0100 0.0600 0.1800 1.1667 
+0.0066 0.0066 0.0424 0.0100 0.0600 0.1800 1.2333 
-0.6029 0.0071 0.1610 0.0100 0.0600 0.1800 1.3000 
+0.0077 0.0077 0.0262 0.0100 0.0600 0.1800 1.3667 
+0.0082 0.0082 0.0650 0.0100 0.0600 0.1800 1.4333 
+0.0087 0.0087 0.0691 0.0100 0.0600 0.1800 1.5000 
-8.8944 0.0141 0.9909 0.0100 0.0600 0.1900 0.5000 
-8.9767 0.0163 0.9993 0.0100 0.0600 0.1900 0.5667 
-8.8265 0.0226 0.9849 0.0100 0.0600 0.1900 0.6333 
+0.0033 0.0033 0.0748 0.0100 0.0600 0.1900 0.7000 
-6.0585 0.0168 0.7075 0.0100 0.0600 0.1900 0.7667 
-8.9329 0.0439 0.9977 0.0100 0.0600 0.1900 0.8333 
-8.7660 0.0419 0.9808 0.0100 0.0600 0.1900 0.9000 
-0.6783 0.0050 0.1683 0.0100 0.0600 0.1900 0.9667 
-0.1357 0.0055 0.1141 0.0100 0.0600 0.1900 1.0333 
+0.0060 0.0060 0.0646 0.0100 0.0600 0.1900 1.1000 
-0.7116 0.0065 0.1718 0.0100 0.0600 0.1900 1.1667 
-1.9929 0.0070 0.3000 0.0100 0.0600 0.1900 1.2333 
+0.0075 0.0075 0.0306 0.0100 0.0600 0.1900 1.3000 
+0.0081 0.0081 0.0255 0.0100 0.0600 0.1900 1.3667 
+0.0086 0.0086 0.0210 0.0100 0.0600 0.1900 1.4333 
+0.0091 0.0091 0.0605 0.0100 0.0600 0.1900 1.5000 
-8.8836 0.0151 0.9899 0.0100 0.0600 0.2000 0.5000 
-8.8704 0.0192 0.9890 0.0100 0.0600 0.2000 0.5667 
-8.9628 0.0244 0.9987 0.0100 0.0600 0.2000 0.6333 
+0.0035 0.0035 0.0196 0.0100 0.0600 0.2000 0.7000 
-8.8988 0.0356 0.9934 0.0100 0.0600 0.2000 0.7667 
+0.0043 0.0043 0.0366 0.0100 0.0600 0.2000 0.8333 
-7.6206 0.0068 0.8627 0.0100 0.0600 0.2000 0.9000 
+0.0053 0.0053 0.0180 0.0100 0.0600 0.2000 0.9667 
+0.0058 0.0058 0.0011 0.0100 0.0600 0.2000 1.0333 
+0.0063 0.0063 0.0563 0.0100 0.0600 0.2000 1.1000 
+0.0068 0.0068 0.0390 0.0100 0.0600 0.2000 1.1667 
-0.2145 0.0073 0.1222 0.0100 0.0600 0.2000 1.2333 
-0.0363 0.0079 0.1044 0.0100 0.0600 0.2000 1.3000 
+0.0085 0.0085 0.0182 0.0100 0.0600 0.2000 1.3667 
+0.0090 0.0090 0.0350 0.0100 0.0600 0.2000 1.4333 
+0.0096 0.0096 0.0082 0.0100 0.0600 0.2000 1.5000 
-8.9012 0.0074 0.9909 0.0100 0.0700 0.0500 0.5000 
-8.4466 0.0091 0.9456 0.0100 0.0700 0.0500 0.5667 
-8.9251 0.0117 0.9937 0.0100 0.0700 0.0500 0.6333 
-8.9507 0.0145 0.9965 0.0100 0.0700 0.0500 0.7000 
-8.7996 0.0150 0.9815 0.0100 0.0700 0.0500 0.7667 
-8.8991 0.0189 0.9918 0.0100 0.0700 0.0500 0.8333 
-8.9583 0.0221 0.9980 0.0100 0.0700 0.0500 0.9000 
-8.9433 0.0244 0.9968 0.0100 0.0700 0.0500 0.9667 
-8.9234 0.0293 0.9953 0.0100 0.0700 0.0500 1.0333 
-8.9014 0.0330 0.9934 0.0100 0.0700 0.0500 1.1000 
-8.8401 0.0344 0.9874 0.0100 0.0700 0.0500 1.1667 
+0.0017 0.0017 0.0905 0.0100 0.0700 0.0500 1.2333 
+0.0018 0.0018 0.0934 0.0100 0.0700 0.0500 1.3000 
-8.8605 0.0439 0.9904 0.0100 0.0700 0.0500 1.3667 
+0.0021 0.0021 0.0074 0.0100 0.0700 0.0500 1.4333 
-8.4072 0.0022 0.9409 0.0100 0.0700 0.0500 1.5000 
-8.9457 0.0082 0.9954 0.0100 0.0700 0.0600 0.5000 
-8.9400 0.0095 0.9949 0.0100 0.0700 0.0600 0.5667 
-8.9646 0.0134 0.9978 0.0100 0.0700 0.0600 0.6333 
-8.9822 0.0146 0.9997 0.0100 0.0700 0.0600 0.7000 
-8.9236 0.0188 0.9942 0.0100 0.0700 0.0600 0.7667 
-8.8855 0.0219 0.9907 0.0100 0.0700 0.0600 0.8333 
-8.9004 0.0258 0.9926 0.0100 0.0700 0.0600 0.9000 
-8.9277 0.0290 0.9957 0.0100 0.0700 0.0600 0.9667 
-8.9425 0.0331 0.9976 0.0100 0.0700 0.0600 1.0333 
+0.0018 0.0018 0.0742 0.0100 0.0700 0.0600 1.1000 
-8.9494 0.0405 0.9990 0.0100 0.0700 0.0600 1.1667 
-8.9187 0.0431 0.9962 0.0100 0.0700 0.0600 1.2333 
-8.7920 0.0463 0.9838 0.0100 0.0700 0.0600 1.3000 
-8.9030 0.0344 0.9937 0.0100 0.0700 0.0600 1.3667 
-8.7028 0.0575 0.9760 0.0100 0.0700 0.0600 1.4333 
+0.0027 0.0027 0.0267 0.0100 0.0700 0.0600 1.5000 
-8.9800 0.0093 0.9989 0.0100 0.0700 0.0700 0.5000 
-8.9755 0.0111 0.9987 0.0100 0.0700 0.0700 0.5667 
-8.6085 0.0139 0.9622 0.0100 0.0700 0.0700 0.6333 
-8.9644 0.0172 0.9982 0.0100 0.0700 0.0700 0.7000 
-8.9307 0.0202 0.9951 0.0100 0.0700 0.0700 0.7667 
-8.8674 0.0246 0.9892 0.0100 0.0700 0.0700 0.8333 
+0.0016 0.0016 0.0047 0.0100 0.0700 0.0700 0.9000 
-8.7033 0.0324 0.9736 0.0100 0.0700 0.0700 0.9667 
-8.9369 0.0348 0.9972 0.0100 0.0700 0.0700 1.0333 
-8.7941 0.0403 0.9834 0.0100 0.0700 0.0700 1.1000 
-8.9420 0.0474 0.9989 0.0100 0.0700 0.0700 1.1667 
+0.0024 0.0024 0.0522 0.0100 0.0700 0.0700 1.2333 
-1.9777 0.0026 0.2980 0.0100 0.0700 0.0700 1.3000 
-8.9331 0.0587 0.9992 0.0100 0.0700 0.0700 1.3667 
-8.7352 0.0029 0.9738 0.0100 0.0700 0.0700 1.4333 
-4.3899 0.0669 0.5457 0.0100 0.0700 0.0700 1.5000 
-8.9196 0.0105 0.9930 0.0100 0.0700 0.0800 0.5000 
-8.9001 0.0133 0.9913 0.0100 0.0700 0.0800 0.5667 
-8.9271 0.0152 0.9942 0.0100 0.0700 0.0800 0.6333 
-8.9753 0.0182 0.9993 0.0100 0.0700 0.0800 0.7000 
-8.9603 0.0249 0.9985 0.0100 0.0700 0.0800 0.7667 
+0.0016 0.0016 0.0640 0.0100 0.0700 0.0800 0.8333 
-8.8649 0.0328 0.9898 0.0100 0.0700 0.0800 0.9000 
-0.5109 0.0020 0.1513 0.0100 0.0700 0.0800 0.9667 
-0.0885 0.0021 0.1091 0.0100 0.0700 0.0800 1.0333 
-8.9207 0.0467 0.9967 0.0100 0.0700 0.0800 1.1000 
-7.2539 0.0056 0.8259 0.0100 0.0700 0.0800 1.1667 
-8.6012 0.0027 0.9604 0.0100 0.0700 0.0800 1.2333 
-8.7321 0.0563 0.9788 0.0100 0.0700 0.0800 1.3000 
-8.7435 0.0031 0.9747 0.0100 0.0700 0.0800 1.3667 
+0.0033 0.0033 0.0291 0.0100 0.0700 0.0800 1.4333 
-2.7530 0.0035 0.3757 0.0100 0.0700 0.0800 1.5000 
-8.6977 0.0113 0.9709 0.0100 0.0700 0.0900 0.5000 
-8.9539 0.0134 0.9967 0.0100 0.0700 0.0900 0.5667 
-8.7441 0.0068 0.9751 0.0100 0.0700 0.0900 0.6333 
-0.5670 0.0014 0.1568 0.0100 0.0700 0.0900 0.7000 
-8.8791 0.0238 0.9903 0.0100 0.0700 0.0900 0.7667 
-4.0053 0.0028 0.5008 0.0100 0.0700 0.0900 0.8333 
-8.6736 0.0162 0.9690 0.0100 0.0700 0.0900 0.9000 
-4.9652 0.0022 0.5967 0.0100 0.0700 0.0900 0.9667 
+0.0024 0.0024 0.0722 0.0100 0.0700 0.0900 1.0333 
+0.0026 0.0026 0.0144 0.0100 0.0700 0.0900 1.1000 
-8.9422 0.0540 0.9996 0.0100 0.0700 0.0900 1.1667 
+0.0031 0.0031 0.0799 0.0100 0.0700 0.0900 1.2333 
-2.8688 0.0033 0.3872 0.0100 0.0700 0.0900 1.3000 
+0.0035 0.0035 0.0018 0.0100 0.0700 0.0900 1.3667 
+0.0038 0.0038 0.0949 0.0100 0.0700 0.0900 1.4333 
+0.0040 0.0040 0.0112 0.0100 0.0700 0.0900 1.5000 
-8.9829 0.0119 0.9995 0.0100 0.0700 0.1000 0.5000 
-8.9692 0.0151 0.9984 0.0100 0.0700 0.1000 0.5667 
-8.8793 0.0185 0.9898 0.0100 0.0700 0.1000 0.6333 
-0.2928 0.0016 0.1294 0.0100 0.0700 0.1000 0.7000 
+0.0018 0.0018 0.0573 0.0100 0.0700 0.1000 0.7667 
-8.4861 0.0312 0.9517 0.0100 0.0700 0.1000 0.8333 
+0.0022 0.0022 0.0684 0.0100 0.0700 0.1000 0.9000 
-8.9637 0.0144 0.9978 0.0100 0.0700 0.1000 0.9667 
-8.4633 0.0027 0.9466 0.0100 0.0700 0.1000 1.0333 
+0.0029 0.0029 0.0608 0.0100 0.0700 0.1000 1.1000 
-8.6875 0.0032 0.9691 0.0100 0.0700 0.1000 1.1667 
-8.5079 0.0217 0.9530 0.0100 0.0700 0.1000 1.2333 
-1.5040 0.0037 0.2508 0.0100 0.0700 0.1000 1.3000 
-8.5892 0.0282 0.9617 0.0100 0.0700 0.1000 1.3667 
-8.8298 0.0042 0.9834 0.0100 0.0700 0.1000 1.4333 
+0.0044 0.0044 0.0070 0.0100 0.0700 0.1000 1.5000 
-8.6729 0.0112 0.9684 0.0100 0.0700 0.1100 0.5000 
-8.9332 0.0145 0.9948 0.0100 0.0700 0.1100 0.5667 
-8.9407 0.0192 0.9960 0.0100 0.0700 0.1100 0.6333 
+0.0017 0.0017 0.0499 0.0100 0.0700 0.1100 0.7000 
-8.4398 0.0020 0.9442 0.0100 0.0700 0.1100 0.7667 
+0.0022 0.0022 0.0207 0.0100 0.0700 0.1100 0.8333 
+0.0024 0.0024 0.0561 0.0100 0.0700 0.1100 0.9000 
+0.0027 0.0027 0.0617 0.0100 0.0700 0.1100 0.9667 
-0.2662 0.0029 0.1269 0.0100 0.0700 0.1100 1.0333 
-0.2278 0.0032 0.1231 0.0100 0.0700 0.1100 1.1000 
-6.9969 0.0035 0.8000 0.0100 0.0700 0.1100 1.1667 
+0.0037 0.0037 0.0050 0.0100 0.0700 0.1100 1.2333 
-0.6587 0.0040 0.1663 0.0100 0.0700 0.1100 1.3000 
+0.0043 0.0043 0.0042 0.0100 0.0700 0.1100 1.3667 
-8.8525 0.0843 0.9937 0.0100 0.0700 0.1100 1.4333 
+0.0049 0.0049 0.0674 0.0100 0.0700 0.1100 1.5000 
-8.9804 0.0111 0.9992 0.0100 0.0700 0.1200 0.5000 
-8.7768 0.0042 0.9781 0.0100 0.0700 0.1200 0.5667 
-4.3815 0.0030 0.5384 0.0100 0.0700 0.1200 0.6333 
-8.9454 0.0230 0.9968 0.0100 0.0700 0.1200 0.7000 
+0.0021 0.0021 0.0904 0.0100 0.0700 0.1200 0.7667 
-1.1198 0.0024 0.2122 0.0100 0.0700 0.1200 0.8333 
+0.0026 0.0026 0.0637 0.0100 0.0700 0.1200 0.9000 
-8.1608 0.0056 0.9166 0.0100 0.0700 0.1200 0.9667 
-0.2412 0.0032 0.1244 0.0100 0.0700 0.1200 1.0333 
+0.0035 0.0035 0.0396 0.0100 0.0700 0.1200 1.1000 
-1.2064 0.0038 0.2210 0.0100 0.0700 0.1200 1.1667 
-1.7077 0.0041 0.2712 0.0100 0.0700 0.1200 1.2333 
+0.0044 0.0044 0.0283 0.0100 0.0700 0.1200 1.3000 
-1.3997 0.0047 0.2404 0.0100 0.0700 0.1200 1.3667 
-8.8411 0.0893 0.9930 0.0100 0.0700 0.1200 1.4333 
+0.0063 0.0063 0.0600 0.0100 0.0700 0.1200 1.5000 
-8.8304 0.0124 0.9843 0.0100 0.0700 0.1300 0.5000 
-5.2550 0.0154 0.6270 0.0100 0.0700 0.1300 0.5667 
-8.9016 0.0018 0.9903 0.0100 0.0700 0.1300 0.6333 
+0.0020 0.0020 0.0535 0.0100 0.0700 0.1300 0.7000 
+0.0023 0.0023 0.0535 0.0100 0.0700 0.1300 0.7667 
-0.6081 0.0026 0.1611 0.0100 0.0700 0.1300 0.8333 
+0.0029 0.0029 0.0169 0.0100 0.0700 0.1300 0.9000 
-8.4949 0.0032 0.9498 0.0100 0.0700 0.1300 0.9667 
+0.0035 0.0035 0.0115 0.0100 0.0700 0.1300 1.0333 
+0.0038 0.0038 0.0339 0.0100 0.0700 0.1300 1.1000 
-0.6990 0.0041 0.1703 0.0100 0.0700 0.1300 1.1667 
+0.0044 0.0044 0.0449 0.0100 0.0700 0.1300 1.2333 
+0.0047 0.0047 0.0634 0.0100 0.0700 0.1300 1.3000 
-7.9682 0.0051 0.8973 0.0100 0.0700 0.1300 1.3667 
+0.0054 0.0054 0.0269 0.0100 0.0700 0.1300 1.4333 
-0.8923 0.0057 0.1898 0.0100 0.0700 0.1300 1.5000 
-8.9836 0.0130 0.9997 0.0100 0.0700 0.1400 0.5000 
-8.9570 0.0156 0.9973 0.0100 0.0700 0.1400 0.5667 
+0.0019 0.0019 0.0208 0.0100 0.0700 0.1400 0.6333 
-8.4284 0.0033 0.9432 0.0100 0.0700 0.1400 0.7000 
+0.0025 0.0025 0.0017 0.0100 0.0700 0.1400 0.7667 
+0.0028 0.0028 0.0029 0.0100 0.0700 0.1400 0.8333 
-0.8967 0.0031 0.1900 0.0100 0.0700 0.1400 0.9000 
-0.0004 0.0034 0.1004 0.0100 0.0700 0.1400 0.9667 
-1.6020 0.0037 0.2606 0.0100 0.0700 0.1400 1.0333 
+0.0040 0.0040 0.0374 0.0100 0.0700 0.1400 1.1000 
-0.1654 0.0044 0.1170 0.0100 0.0700 0.1400 1.1667 
+0.0047 0.0047 0.0347 0.0100 0.0700 0.1400 1.2333 
+0.0051 0.0051 0.0032 0.0100 0.0700 0.1400 1.3000 
+0.0054 0.0054 0.0091 0.0100 0.0700 0.1400 1.3667 
-1.0460 0.0058 0.2052 0.0100 0.0700 0.1400 1.4333 
+0.0061 0.0061 0.0700 0.0100 0.0700 0.1400 1.5000 
-8.8457 0.0136 0.9859 0.0100 0.0700 0.1500 0.5000 
-8.9501 0.0123 0.9962 0.0100 0.0700 0.1500 0.5667 
+0.0021 0.0021 0.0450 0.0100 0.0700 0.1500 0.6333 
+0.0023 0.0023 0.0495 0.0100 0.0700 0.1500 0.7000 
+0.0026 0.0026 0.0902 0.0100 0.0700 0.1500 0.7667 
+0.0030 0.0030 0.0226 0.0100 0.0700 0.1500 0.8333 
+0.0033 0.0033 0.0723 0.0100 0.0700 0.1500 0.9000 
-0.5894 0.0036 0.1593 0.0100 0.0700 0.1500 0.9667 
+0.0040 0.0040 0.0658 0.0100 0.0700 0.1500 1.0333 
+0.0043 0.0043 0.0563 0.0100 0.0700 0.1500 1.1000 
+0.0047 0.0047 0.0956 0.0100 0.0700 0.1500 1.1667 
-0.9537 0.0051 0.1959 0.0100 0.0700 0.1500 1.2333 
+0.0054 0.0054 0.0774 0.0100 0.0700 0.1500 1.3000 
+0.0058 0.0058 0.0244 0.0100 0.0700 0.1500 1.3667 
+0.0062 0.0062 0.0573 0.0100 0.0700 0.1500 1.4333 
+0.0066 0.0066 0.0622 0.0100 0.0700 0.1500 1.5000 
-8.8749 0.0132 0.9888 0.0100 0.0700 0.1600 0.5000 
+0.0020 0.0020 0.0730 0.0100 0.0700 0.1600 0.5667 
-8.8300 0.0022 0.9832 0.0100 0.0700 0.1600 0.6333 
+0.0025 0.0025 0.0268 0.0100 0.0700 0.1600 0.7000 
-2.3178 0.0028 0.3321 0.0100 0.0700 0.1600 0.7667 
-7.7528 0.0172 0.8770 0.0100 0.0700 0.1600 0.8333 
-1.2702 0.0035 0.2274 0.0100 0.0700 0.1600 0.9000 
-7.6798 0.0039 0.8684 0.0100 0.0700 0.1600 0.9667 
-0.4804 0.0042 0.1485 0.0100 0.0700 0.1600 1.0333 
+0.0046 0.0046 0.0288 0.0100 0.0700 0.1600 1.1000 
+0.0050 0.0050 0.0632 0.0100 0.0700 0.1600 1.1667 
-0.0965 0.0054 0.1102 0.0100 0.0700 0.1600 1.2333 
+0.0058 0.0058 0.0463 0.0100 0.0700 0.1600 1.3000 
+0.0062 0.0062 0.0060 0.0100 0.0700 0.1600 1.3667 
+0.0066 0.0066 0.0251 0.0100 0.0700 0.1600 1.4333 
+0.0070 0.0070 0.0124 0.0100 0.0700 0.1600 1.5000 
-5.1404 0.0133 0.6154 0.0100 0.0700 0.1700 0.5000 
-8.7591 0.0182 0.9777 0.0100 0.0700 0.1700 0.5667 
-1.7204 0.0023 0.2723 0.0100 0.0700 0.1700 0.6333 
-0.9695 0.0026 0.1972 0.0100 0.0700 0.1700 0.7000 
-8.6280 0.0030 0.9631 0.0100 0.0700 0.1700 0.7667 
+0.0033 0.0033 0.0903 0.0100 0.0700 0.1700 0.8333 
-7.3019 0.0037 0.8306 0.0100 0.0700 0.1700 0.9000 
+0.0041 0.0041 0.0370 0.0100 0.0700 0.1700 0.9667 
+0.0045 0.0045 0.0029 0.0100 0.0700 0.1700 1.0333 
+0.0049 0.0049 0.0479 0.0100 0.0700 0.1700 1.1000 
+0.0053 0.0053 0.0909 0.0100 0.0700 0.1700 1.1667 
-8.7296 0.0057 0.9735 0.0100 0.0700 0.1700 1.2333 
+0.0061 0.0061 0.0078 0.0100 0.0700 0.1700 1.3000 
+0.0066 0.0066 0.0394 0.0100 0.0700 0.1700 1.3667 
+0.0070 0.0070 0.0490 0.0100 0.0700 0.1700 1.4333 
+0.0074 0.0074 0.0646 0.0100 0.0700 0.1700 1.5000 
-8.9662 0.0125 0.9979 0.0100 0.0700 0.1800 0.5000 
-8.7643 0.0199 0.9784 0.0100 0.0700 0.1800 0.5667 
-8.7039 0.0125 0.9716 0.0100 0.0700 0.1800 0.6333 
-2.9890 0.0028 0.3992 0.0100 0.0700 0.1800 0.7000 
+0.0032 0.0032 0.0271 0.0100 0.0700 0.1800 0.7667 
-8.8583 0.0035 0.9862 0.0100 0.0700 0.1800 0.8333 
-8.9593 0.0221 0.9981 0.0100 0.0700 0.1800 0.9000 
+0.0043 0.0043 0.0779 0.0100 0.0700 0.1800 0.9667 
-5.7293 0.0047 0.6734 0.0100 0.0700 0.1800 1.0333 
-6.0568 0.0052 0.7062 0.0100 0.0700 0.1800 1.1000 
+0.0056 0.0056 0.0043 0.0100 0.0700 0.1800 1.1667 
+0.0060 0.0060 0.0709 0.0100 0.0700 0.1800 1.2333 
-7.2114 0.0065 0.8218 0.0100 0.0700 0.1800 1.3000 
+0.0069 0.0069 0.0086 0.0100 0.0700 0.1800 1.3667 
+0.0074 0.0074 0.0188 0.0100 0.0700 0.1800 1.4333 
+0.0078 0.0078 0.0217 0.0100 0.0700 0.1800 1.5000 
-8.9479 0.0131 0.9961 0.0100 0.0700 0.1900 0.5000 
-8.6661 0.0201 0.9686 0.0100 0.0700 0.1900 0.5667 
+0.0026 0.0026 0.0749 0.0100 0.0700 0.1900 0.6333 
-5.6358 0.0072 0.6643 0.0100 0.0700 0.1900 0.7000 
+0.0033 0.0033 0.0503 0.0100 0.0700 0.1900 0.7667 
+0.0037 0.0037 0.0346 0.0100 0.0700 0.1900 0.8333 
-7.1592 0.0041 0.8163 0.0100 0.0700 0.1900 0.9000 
-8.7045 0.0133 0.9718 0.0100 0.0700 0.1900 0.9667 
+0.0050 0.0050 0.0158 0.0100 0.0700 0.1900 1.0333 
+0.0054 0.0054 0.0387 0.0100 0.0700 0.1900 1.1000 
+0.0059 0.0059 0.0918 0.0100 0.0700 0.1900 1.1667 
+0.0063 0.0063 0.0597 0.0100 0.0700 0.1900 1.2333 
+0.0068 0.0068 0.0565 0.0100 0.0700 0.1900 1.3000 
-0.7356 0.0073 0.1743 0.0100 0.0700 0.1900 1.3667 
